SpecObjID,z,zErr,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z
300643889407092736,0.4689867,0.000128514,22.91248,21.35267,19.53887,18.69875,18.17613
300644164284999680,0.1354369,1.0559E-05,19.40879,17.92171,17.15337,16.7588,16.49791
300644714040813568,0.02094694,1.798582E-05,18.53064,16.5462,15.60721,15.06821,14.60832
300644988918720512,0.08525094,2.595046E-05,19.98344,17.96441,16.94144,16.46382,16.06533
300645263796627456,0.4139843,0.0001184373,24.20474,20.65256,18.84405,18.10083,17.70493
300645538674534400,0.03220713,1.28913E-05,18.33969,16.4818,15.6469,15.24284,14.90889
300645813552441344,0.08521271,1.103008E-05,19.68909,18.07374,17.20926,16.71117,16.3581
300646088430348288,0.08395238,1.391316E-05,17.57427,15.60065,14.63424,14.211,13.85545
300646363308255232,0.08464247,1.057606E-05,null,null,null,null,null
300646638186162176,0.137758,3.211054E-05,20.197,18.30679,17.2374,16.76618,16.40609
300646913064069120,0.08793307,1.470786E-05,19.21307,17.84799,17.21438,16.84406,16.62049
300647187941976064,0.4215514,0.000113018,23.49951,20.87879,19.04748,18.34523,17.85829
300647462819883008,0.07679157,1.939281E-05,20.00535,18.00972,17.08083,16.64926,16.34221
300647737697789952,0.2148981,3.727563E-05,20.28959,18.52893,17.416,16.92105,16.55924
300648012575696896,0.1248562,9.581199E-06,19.48207,18.27286,17.57953,17.20192,16.94488
300648287453603840,0.2160396,4.289297E-05,21.38115,19.75816,18.20853,17.617,17.23906
300648562331510784,0.3273709,6.983199E-05,23.02835,20.25749,18.40239,17.79075,17.44313
300648837209417728,0.09255239,2.515964E-05,20.2017,18.32936,17.36414,16.95223,16.59437
300649112087324672,0.1219072,2.487063E-05,19.7124,18.02305,17.06535,16.5817,16.217
300649386965231616,0.04876426,9.606961E-06,19.25194,18.01581,17.58342,17.29468,17.1274
300649661843138560,0.09202483,2.184392E-05,21.16456,18.88157,17.76202,17.27186,16.84499
300649936721045504,0.1621596,3.680027E-05,20.06901,18.38949,17.25916,16.76026,16.37254
300650211598952448,0.08558311,2.041202E-05,19.09301,17.13246,16.13873,15.67211,15.31647
300650761354766336,0.08359117,1.431372E-05,19.07074,17.42819,16.56036,16.08405,15.7486
300651036232673280,0.07459193,3.558724E-06,18.27406,17.17519,16.71551,16.3038,16.19634
300651311110580224,0.1330491,3.046431E-05,20.38267,18.49053,17.4317,16.97948,16.60837
300651585988487168,0.108012,1.972811E-05,19.75142,18.00595,17.09839,16.64803,16.27624
300651860866394112,0.06630035,1.630382E-05,19.5436,17.54059,16.61083,16.1875,15.85558
300652135744301056,0.3742605,9.132975E-05,22.55127,20.80686,19.0879,18.42989,17.97294
300652410622208000,0.132866,1.03732E-05,19.72685,18.33493,17.6476,17.27802,16.99955
300652685500114944,0.09229714,1.86793E-05,19.76353,18.45215,17.77761,17.44937,17.17756
300652960378021888,0.1390814,3.376458E-05,20.08339,18.11233,17.0942,16.65493,16.33366
300653235255928832,0.1332475,1.589886E-05,19.8425,17.81881,16.93041,16.47525,16.10107
300653510133835776,0.6077206,0.0002414374,null,null,null,null,null
300653785011742720,0.08339076,1.73772E-05,19.74829,17.82574,17.08302,16.69462,16.43119
300654059889649664,0.3902021,8.748439E-05,22.60756,20.56512,18.71907,18.06985,17.65459
300654334767556608,0.0475889,7.148398E-06,18.36807,17.34448,16.98176,16.72054,16.52554
300654609645463552,0.08953901,2.373445E-05,20.08588,18.14272,17.24953,16.84134,16.5038
300654884523370496,0.1626469,4.592192E-05,20.89572,18.83251,17.68752,17.21493,16.86635
300655159401277440,0.1268489,2.814E-05,20.25839,18.24948,17.16591,16.74401,16.34057
300655434279184384,0.02968988,1.160759E-05,19.35039,18.1608,17.81351,17.71483,17.54245
300655709157091328,0.1273127,2.849796E-05,20.1853,18.45405,17.43723,17.01625,16.68937
300655984034998272,0.1642405,2.40871E-05,19.30785,17.6374,16.63072,16.1663,15.81882
300657083546626048,0.0944446,7.445383E-06,19.18034,18.00094,17.49665,17.17369,17.02777
300657358424532992,0.08368891,7.764301E-06,18.15997,16.80865,16.18735,15.75294,15.56284
300657633302439936,0.2135797,3.235375E-05,20.61219,18.62438,17.34511,16.82452,16.44896
300657908180346880,0.0842066,8.564774E-06,18.54836,17.45108,16.95653,16.59885,16.47842
300658183058253824,0.1509164,1.986883E-05,20.59332,18.145,17.1717,16.69051,16.33122
300658457936160768,0.1504635,1.613556E-05,19.54761,18.08022,17.28721,16.88014,16.56701
300658732814067712,0.103538,7.146815E-06,19.4645,18.70484,18.37376,18.03397,18.05947
300659007691974656,0.1642064,3.474317E-05,19.7517,17.5136,16.21781,15.70586,15.28009
300659282569881600,0.2063607,3.246898E-05,19.88683,18.77317,17.75178,17.28733,17.01964
300659557447788544,0.106981,6.465411E-06,19.48077,18.25393,17.64638,17.28959,17.04528
300659832325695488,0.08190352,2.810108E-05,20.18106,18.4614,17.59042,17.18109,16.8752
300660107203602432,0.4208838,0.000111749,24.33748,21.06459,19.15292,18.40311,17.94377
300660382081509376,0.04565335,1.121639E-05,16.58193,15.3534,14.77099,14.4371,14.18438
300660931837323264,0.1458599,2.481794E-05,19.6637,17.4624,16.24007,15.73508,15.32903
300661206715230208,0.06543949,1.984584E-05,19.71478,17.77408,16.84889,16.40527,16.08917
300662031348951040,0.1071957,2.677532E-05,20.21002,18.45313,17.36047,16.88019,16.51947
300662306226857984,0.1636057,3.065259E-05,20.63467,18.8445,17.66503,17.18813,16.84238
300662581104764928,0.1110355,6.787172E-06,18.82661,17.65754,17.07352,16.60981,16.42052
300662855982671872,0.08234423,7.592307E-06,18.97285,17.6562,17.10799,16.74702,16.53344
300663130860578816,0.1462476,1.928637E-05,19.13266,17.66009,16.82592,16.39376,16.08817
300663405738485760,0.1457711,3.807688E-05,20.4064,18.62784,17.61918,17.17842,16.82652
300663680616392704,0.4019222,0.0001129555,23.5597,20.59699,18.85214,18.17368,17.73897
300664230372206592,0.05177494,1.296049E-05,18.07427,16.56031,15.80757,15.41204,15.10758
300664505250113536,0.1457738,2.649188E-05,20.37372,18.39836,17.2664,16.79623,16.40679
300664780128020480,0.2274882,4.557537E-05,19.41373,18.26855,17.25625,16.81012,16.52465
300665055005927424,0.03704123,7.12147E-06,18.98741,17.97374,17.44442,17.25118,17.09381
300665329883834368,0.08011292,1.33938E-05,19.54181,18.02293,17.29523,16.90676,16.64909
300665604761741312,0.06465202,6.832459E-06,20.21648,18.7749,18.03145,17.55528,17.25775
300665879639648256,0.3271964,9.373525E-05,22.837,20.74825,19.00631,18.31618,17.90273
300666154517555200,0.3713124,8.106898E-05,24.02679,21.28253,19.38585,18.75992,18.32443
300666429395462144,0.1258022,7.236792E-06,18.90649,17.74831,17.12999,16.70798,16.45306
300666704273369088,0.421389,0.0001184413,23.51145,20.44485,18.75538,18.06079,17.58104
300666979151276032,0.1327755,1.625532E-05,19.55908,17.78762,16.91185,16.42155,16.09639
300667254029182976,0.0792563,1.447694E-05,19.22313,17.5351,16.67503,16.22465,15.89446
300667528907089920,0.06914463,9.188489E-06,20.092,18.45097,17.67876,17.26564,17.01452
300668078662903808,0,0,15.60021,14.29764,13.75944,13.56993,13.49284
300668353540810752,0.07448252,9.8712E-06,19.75876,18.43539,17.87387,17.53412,17.29169
300668628418717696,0.08503481,1.479157E-05,20.2033,18.55438,17.65194,17.16608,16.80687
300668903296624640,0.0927944,2.09041E-05,19.86463,18.02783,17.07004,16.64458,16.32354
300669178174531584,0.08043766,2.03718E-05,19.34936,17.61482,16.91206,16.58608,16.35477
300669453052438528,0.06468253,1.364564E-05,19.08127,17.1819,16.28762,15.86704,15.53465
300669727930345472,0.1333251,9.579793E-06,19.67163,18.40392,17.62438,17.16086,16.86642
300670002808252416,0.08062341,2.15786E-05,20.08182,18.28539,17.38542,16.96813,16.65504
300670277686159360,0.08020487,8.829796E-06,19.58063,18.38719,17.80702,17.43175,17.25147
300670552564066304,0.3369062,8.003361E-05,23.16792,20.79157,18.92552,18.25677,17.9871
300671102319880192,0.09103828,2.142871E-05,20.34092,18.36411,17.32405,16.8896,16.51977
300671377197787136,0.1610499,1.739565E-05,19.42289,17.969,17.03599,16.53413,16.18364
300671652075694080,0.2714575,4.430332E-05,21.92142,19.10493,17.46813,16.89567,16.49737
300672476709414912,0.05731707,1.816125E-05,19.8304,18.00853,17.12895,16.72641,16.41647
300672751587321856,0.06287614,9.470689E-06,19.33711,18.08379,17.48936,17.15724,16.96069
300673026465228800,0.4774458,9.850712E-05,22.71179,21.05385,19.34402,18.54883,18.13892
300673301343135744,0.1277621,1.019238E-05,20.04123,18.60572,17.73973,17.27013,16.95322
300673576221042688,0.09133799,2.706815E-05,18.66189,17.15122,16.40156,16.03726,15.75167
300673851098949632,0.1388665,1.922181E-05,19.59015,18.30902,17.55067,17.14963,16.87215
300674125976856576,0.03680692,8.958124E-06,18.69303,17.1991,16.47474,16.04159,15.72195
300674400854763520,0.1610515,3.182073E-05,20.73326,18.7801,17.62967,17.13346,16.79496
300674675732670464,0.2684138,4.516641E-05,21.88009,19.45567,17.94536,17.38947,17.00623
300675225488484352,0.1604183,3.705842E-05,20.47462,18.59005,17.42892,16.95727,16.59266
300675500366391296,0.6206031,0.0001781488,null,null,null,null,null
300675775244298240,0.03727411,9.543527E-06,18.35946,17.09857,16.57605,16.24296,16.02955
300676325000112128,0.06367001,1.186328E-05,19.85593,18.15129,17.24525,16.73765,16.36597
300676599878019072,0.08107782,1.495782E-05,20.10465,18.57395,17.63103,17.11095,16.72371
300677149633832960,0.08927534,1.979351E-05,19.46113,17.35916,16.32312,15.86983,15.46187
300677424511739904,0.08103431,2.082054E-05,19.33662,17.42945,16.45116,16.00727,15.6402
300678249145460736,0.0371546,6.284964E-06,19.10206,17.70159,16.96062,16.52162,16.14504
300678798901274624,0.07910439,7.137404E-06,18.52018,17.24413,16.60299,16.18159,15.95702
300679073779181568,0.05252608,8.525056E-06,19.0944,17.7163,17.06317,16.67325,16.4043
300679623534995456,0.132893,2.712421E-05,20.11061,18.28265,17.15484,16.67165,16.29223
300679898412902400,0.1380291,3.855321E-05,20.82365,18.85561,17.78816,17.33271,16.92763
300680173290809344,0.1347834,1.558073E-05,19.74014,18.41218,17.84106,17.48459,17.23509
300680448168716288,0.3268483,6.598022E-05,22.18654,20.36427,18.61679,18.00023,17.55781
300680723046623232,0.1378677,2.776021E-05,20.10941,18.54787,17.58887,17.12728,16.80446
300680997924530176,0.3711232,7.955129E-05,25.50493,20.61123,18.64725,17.95568,17.58864
300681272802437120,0.3224198,7.858892E-05,22.11039,20.00959,18.2211,17.54165,17.09825
300681547680344064,0.08117559,1.095317E-05,19.82361,18.42909,17.82519,17.48159,17.2504
300681822558251008,0.1275448,2.492674E-05,19.54644,17.68231,16.7152,16.25297,15.87589
300682372314064896,0.08136618,6.669438E-06,19.76107,18.38319,17.7038,17.27567,17.00652
300682647191971840,0.01946783,9.93342E-06,19.75178,18.10184,24.79257,24.55215,16.38647
300682922069878784,0.08000757,1.596094E-05,20.58468,18.66043,17.72616,17.21111,16.84907
300683196947785728,0.0824445,2.019824E-05,19.51202,17.48817,16.47336,15.99944,15.62198
300683471825692672,0.09133507,2.591092E-05,20.55729,18.58038,17.55671,17.1176,16.73511
300684021581506560,0.06273336,1.865705E-05,19.65042,17.8426,16.97618,16.4848,16.10398
300684571337320448,0.09164593,2.095886E-05,19.44116,17.38733,16.37696,15.93016,15.57523
300684846215227392,0.2695808,3.788185E-05,21.12459,19.34802,17.85872,17.26792,16.90833
300685395971041280,0.06647208,2.276987E-05,19.26938,17.40884,16.50887,16.07464,15.76403
300685670848948224,0.1256663,9.214719E-06,18.90889,17.61296,16.93395,16.55943,16.32377
300685945726855168,0.09255436,7.626564E-06,19.59579,18.40611,17.92033,17.58962,17.41894
300686495482669056,0.06685353,1.547756E-05,19.62143,17.60812,16.65425,16.22269,15.88667
300686770360576000,0.08097252,1.79207E-05,19.2021,17.33043,16.36011,15.90393,15.55663
300687045238482944,0.03653407,9.311214E-06,16.69816,14.90852,14.14762,13.73545,13.45259
300687320116389888,0.3700915,9.747635E-05,22.25862,21.21,19.258,18.56067,18.1611
300687594994296832,0.09523784,1.520081E-05,19.53946,18.02535,17.25509,16.82682,16.51334
300688144750110720,0.09281362,2.609712E-05,20.03029,17.98666,16.93,16.4727,16.0655
300688419628017664,0.3174041,7.117642E-05,22.33837,20.09736,18.42201,17.79928,17.37728
300688694505924608,0.2152341,2.801341E-05,20.66203,18.85961,17.79622,17.42382,17.13871
300688969383831552,0.1259008,1.378557E-05,20.19186,18.54357,17.5834,17.11289,16.76781
300689244261738496,0.328609,7.387318E-05,23.15718,20.21368,18.50908,17.85803,17.48318
300689519139645440,0.462689,2.171509E-05,25.62342,22.52855,21.11803,20.5344,20.24088
300690068895459328,0.03669893,2.046389E-05,19.86384,17.89107,16.98151,16.53837,16.20516
300690618651273216,0.3594841,8.223231E-05,22.32271,20.72072,18.93765,18.23924,17.8124
300691168407087104,0.3598874,0.0001146803,22.71794,20.76161,18.90709,18.20963,17.76131
300691443284994048,0.3466542,0.0001007314,25.47145,20.46591,18.64205,18.03172,17.68312
300691718162900992,0.0921118,9.589099E-06,19.98469,18.42346,17.56402,17.05184,16.67328
300691993040807936,0.06365392,8.746731E-06,18.41452,17.16402,16.59935,16.24973,16.04168
300692817674528768,0.09214666,1.551708E-05,18.94594,17.36773,16.53826,16.12342,15.82169
300693367430342656,0.1278131,4.417981E-05,21.09774,18.71881,17.59197,17.11132,16.70453
300693642308249600,0.230787,6.195297E-06,19.96324,18.81153,17.92908,17.41383,17.10466
300693917186156544,0.1674231,3.991865E-05,21.20499,18.91696,17.64938,17.14071,16.7555
300694466941970432,0.1274621,3.043435E-05,20.09874,18.14111,17.08538,16.60768,16.24152
300694741819877376,0.2387413,5.66402E-05,20.97258,18.91536,17.30216,16.72931,16.40349
300695291575691264,0.06696795,8.961599E-06,19.27604,17.88976,17.20526,16.82717,16.5676
300695566453598208,0.08512671,6.88999E-06,18.86389,17.71794,17.23906,16.94255,16.79927
300696391087319040,0.06685378,1.251536E-05,19.19022,17.5235,16.64168,16.13815,15.77818
300696665965225984,0.1442454,1.780053E-05,19.69739,18.07326,17.15544,16.72606,16.43085
300696940843132928,0.1281887,2.45021E-05,19.91811,18.01596,16.92439,16.42131,16.04625
300697215721039872,0.1268357,3.871253E-05,21.53176,18.90946,17.62453,17.09812,16.62684
300697490598946816,0.1314402,4.130435E-05,20.73119,18.9299,17.83202,17.38075,17.02307
300698040354760704,0.05661373,1.137695E-05,20.66597,18.72373,18.09892,17.76962,17.63991
300698315232667648,0.1267847,2.604573E-05,19.94311,17.91852,16.82741,16.31064,15.85953
300698590110574592,0.242206,6.443093E-05,22.4319,19.58229,17.98051,17.42107,17.02442
300698864988481536,0.1253882,6.583924E-06,19.77307,18.45422,17.81173,17.41354,17.19008
300699139866388480,0.036578,8.119063E-06,19.45693,18.22236,17.66229,17.34652,17.04378
300699414744295424,0.08420008,1.667183E-05,18.48954,16.42629,15.44199,14.98999,14.61144
300699689622202368,0.05592503,1.92318E-05,19.66049,17.6262,16.64058,16.15952,15.79251
300700239378016256,0.03620402,1.191467E-05,19.2681,17.74085,16.99531,16.57492,16.23876
300700514255923200,0.06295811,1.935464E-05,20.82887,18.8167,17.82204,17.24787,16.81961
300701613767550976,0.06903543,8.599707E-06,19.20889,17.93125,17.35388,16.96054,16.79748
300701888645457920,0.2045336,4.211349E-05,21.21226,19.1855,17.8298,17.31982,16.95581
300702163523364864,0.1319903,2.471527E-05,20.15304,18.03261,16.84537,16.35204,15.97122
300702438401271808,0.2152039,4.582173E-05,22.52739,20.07947,19.08964,18.06157,17.72406
300702713279178752,0.08416865,9.977687E-06,19.66832,18.42597,17.85935,17.54076,17.41459
300702988157085696,0.09311803,2.249855E-05,20.16586,18.33981,17.39403,16.97489,16.6447
300703263034992640,0.1163653,6.380857E-06,19.2847,18.12104,17.63144,17.29907,17.09458
300703537912899584,0.1641794,9.960969E-06,20.45886,19.20267,18.60972,18.16303,18.01774
300704087668713472,0.1430082,2.920323E-05,19.88375,17.49136,16.25505,15.75117,15.33772
300704362546620416,0.3668495,9.56795E-05,21.49201,20.74295,19.13653,18.32153,17.89654
300705187180341248,0.2092674,3.392289E-05,20.4665,18.80684,17.76652,17.26751,16.94438
300705462058248192,0.02552898,6.088163E-06,19.91991,18.00909,17.32048,16.955,16.61876
300705736936155136,0.02726925,1.070732E-05,17.37538,15.7385,14.92298,14.51872,14.15799
300706286691969024,0.3663285,0.0001620102,22.41478,21.05483,19.04106,18.39564,17.85897
300706561569875968,0.1661029,1.48299E-05,19.9878,18.72727,17.82402,17.39725,17.07375
300706836447782912,0.2178045,5.017662E-05,21.18233,19.0457,17.59588,17.03993,16.66725
300707111325689856,0.02502265,1.380334E-05,17.64239,16.21106,15.52831,15.19751,14.88761
300707386203596800,0.2251949,4.496743E-05,21.46505,19.45037,17.87111,17.28953,16.87418
300707935959410688,0.02855049,1.435914E-05,19.85237,17.94451,17.39666,17.11474,17.01579
300708210837317632,0.0274709,2.235315E-05,18.40986,16.73869,16.30036,16.11458,16.07316
300708485715224576,0.4065501,0.0001213295,23.01219,20.89685,18.83287,18.08511,17.69726
300708760593131520,0.2173549,4.265461E-05,20.80104,19.06632,17.81358,17.26628,16.92313
300709035471038464,0.2046565,2.797829E-05,19.9867,18.64651,17.69264,17.22513,16.91914
300709310348945408,0.3656408,0.0001066972,25.76012,21.51774,19.45607,18.75201,18.36048
300709860104759296,0.06354298,1.356951E-05,null,null,null,null,null
300710134982666240,0.06264071,2.789689E-05,20.15574,18.55982,17.74756,17.35818,17.11764
300710409860573184,0.5204358,0.0002999216,26.4456,21.7368,19.85017,18.83741,18.21486
300710959616387072,0.03038891,8.582719E-06,19.55638,18.27996,17.79401,17.57318,17.30269
300711509372200960,0.03673735,1.565434E-05,null,null,null,null,null
300712059128014848,0.4134832,0.000162638,24.16427,20.79061,18.98094,18.22992,17.78566
300712883761735680,0.06938305,1.639567E-05,18.6332,16.94716,16.19985,15.75864,15.45042
300713158639642624,0.3739074,0.0001103959,25.95421,20.67068,18.84999,18.15448,17.73882
300713433517549568,0.204806,6.097668E-05,21.54144,19.32191,17.89638,17.31053,16.87679
300713708395456512,0.07294767,7.108597E-06,18.75588,17.56763,17.16899,16.79747,16.74791
300714258151270400,0.005939425,5.970558E-06,16.58762,15.28243,14.60401,14.22942,14.12513
300714533029177344,0.1023372,1.814693E-05,20.57221,18.60237,17.79144,17.34565,17.05015
300714807907084288,0.09866054,2.172298E-05,19.24295,17.26116,16.22961,15.75887,15.38157
300715082784991232,0.03480157,2.031934E-05,17.84642,16.34258,15.67186,15.30356,15.04455
300715907418712064,0.1530506,4.160971E-05,21.13697,18.82191,17.67896,17.21797,16.84331
300716182296619008,0.2038104,3.820916E-05,21.16397,18.88236,17.64269,17.12969,16.80752
300716732052432896,0.09359263,2.411167E-05,20.1751,18.1816,17.198,16.75985,16.38003
300717006930339840,0.2663967,5.381131E-05,22.45992,19.99505,18.45434,17.86922,17.508
300717281808246784,0.06320285,2.207976E-05,20.61408,18.51109,17.5875,17.16908,16.84039
300717831564060672,0.1232879,2.864596E-05,20.44831,18.40403,17.35607,16.89354,16.53386
300718106441967616,0.08081359,1.066908E-05,19.26142,17.70894,16.91657,16.45083,16.15448
300718656197781504,0.163189,3.813435E-05,21.06502,18.76023,17.50941,16.95611,16.54375
300718931075688448,0.3620324,0.0001186964,25.89556,21.41854,19.46826,18.74805,18.28226
300719205953595392,0.09892269,1.771501E-05,18.90016,17.30942,16.48661,16.07714,15.77574
300719480831502336,0.1430468,3.345988E-05,20.62665,18.42694,17.21139,16.71268,16.28718
300719755709409280,0.07320447,5.743493E-06,18.76327,17.56625,17.05104,16.69482,16.51372
300720030587316224,0.08072105,1.322878E-05,18.4715,17.01579,16.29129,15.89078,15.59887
300720305465223168,0.03094283,1.058473E-05,18.48701,16.76,15.98199,15.60479,15.30726
300720580343130112,0.0929142,1.883246E-05,20.09855,17.96065,16.87751,16.43014,16.10652
300720855221037056,0.006316895,4.608366E-06,15.85497,15.82771,15.79322,16.06693,16.05606
300721130098944000,0.09785258,9.006685E-06,19.63777,18.09493,17.44849,17.07841,16.80395
300721404976850944,0.07245493,1.943189E-05,null,null,null,null,null
300721679854757888,0.3155796,8.519249E-05,22.41161,20.34279,18.47886,17.83775,17.4949
300721954732664832,0.2067904,4.526317E-05,20.84854,19.08874,17.75752,17.23877,16.9075
300722229610571776,0.006121848,5.795313E-06,21.34506,20.57812,19.54082,18.50085,17.96478
300722779366385664,0.0931683,2.440126E-05,19.56968,17.56055,16.56712,16.12081,15.74764
300723054244292608,0.06343265,2.027754E-05,17.53406,15.78608,14.95662,14.50153,14.20702
300723329122199552,0.07437213,2.437071E-05,20.10732,18.19884,17.28992,16.85177,16.54339
300723604000106496,0.3152958,0.0001146922,22.9646,20.30438,18.5752,17.86871,17.37677
300723878878013440,0.460351,0.0001809209,24.22952,21.81813,20.14257,19.24958,18.83843
300724153755920384,0.5676289,7.255753,22.23916,21.39059,19.53023,18.50966,17.70316
300724428633827328,0.07289765,3.022055E-05,20.36661,18.46905,17.53896,17.06837,16.77827
300724703511734272,0.2205509,1.756211E-05,19.83107,18.4938,17.49687,17.03374,16.75326
300724978389641216,0.2127422,1.377882E-05,20.67792,19.81899,19.08651,18.68241,18.41005
300725253267548160,0.07367587,1.604662E-05,null,null,null,null,null
300725528145455104,0.06219256,1.385373E-05,18.95758,16.93715,16.05073,15.64152,15.31368
300725803023362048,0.06303807,6.898933E-06,18.65696,17.59262,17.18459,16.895,16.84837
300726077901268992,0.1164241,9.447929E-06,19.5381,18.26611,17.48955,17.05873,16.76236
300726627657082880,0.1306843,6.956917E-06,19.08447,17.98133,17.19952,16.72759,16.48486
300726902534989824,0.3628585,8.326822E-05,23.22053,20.41774,18.60777,17.97502,17.58094
300727177412896768,0.3171398,7.902754E-05,22.00748,20.58439,18.93516,18.26837,17.82056
300727452290803712,0.02833657,4.708342E-06,18.61921,17.71216,17.46231,17.32795,17.21618
300727727168710656,0.06144949,1.422441E-05,18.31448,16.39794,15.44455,15.0267,14.67225
300728002046617600,0.4224858,0.033167,null,null,null,null,null
300728276924524544,0.4075384,9.997343E-05,23.84163,20.84044,19.15347,18.53311,18.11029
300728551802431488,0.1432962,4.575159E-05,20.71899,18.81962,17.62923,17.08581,16.69511
300728826680338432,0.09404112,1.792228E-05,19.25384,17.42031,16.55012,16.11381,15.79782
300729101558245376,0.1917254,3.621937E-05,21.05894,18.71214,17.56811,17.06943,16.74533
300729376436152320,0.3265534,0.0001026672,23.23635,20.39631,18.6233,17.94302,17.54995
300729651314059264,0.02513117,7.289259E-06,17.98005,16.82306,16.23181,15.93911,15.68067
300730201069873152,0.02049324,6.638129E-06,19.32883,18.20326,17.76207,17.50425,17.365
300730750825687040,0.1420789,2.607432E-05,19.76065,17.81323,16.73398,16.26983,15.90634
300731025703593984,0.09770181,6.215602E-06,18.82804,18.59226,18.73664,18.18419,18.74824
300732125215221760,0.08964708,1.725842E-05,20.17966,18.37084,17.59845,17.12599,16.83394
300732400093128704,0.3699022,0.0001067885,24.8203,20.67705,18.77995,18.10499,17.72806
300732949848942592,0.1630008,3.091526E-05,20.6856,18.61339,17.45264,17.00259,16.65432
300733224726849536,0.08665648,6.898916E-06,19.23642,18.14833,17.70554,17.36384,17.28202
300733499604756480,0.09335276,2.761218E-05,20.64719,18.58806,17.52622,16.9607,16.49536
300733774482663424,0.006327039,8.496392E-06,20.36307,19.56225,19.27759,19.09766,18.92128
300734049360570368,0.07688787,3.188932E-05,20.61127,18.68006,17.75464,17.33495,17.0065
300734324238477312,0.04770873,2.577863E-05,19.15192,17.93777,17.35771,17.05888,16.86995
300734599116384256,0.08539967,1.637911E-05,18.9707,16.99282,16.0138,15.56897,15.21318
300734873994291200,0.08063073,1.249778E-05,18.81008,16.93746,16.01283,15.50994,15.14396
300735148872198144,0.09342141,1.959232E-05,19.50027,17.47421,16.47779,16.0235,15.69113
300735423750105088,0.5034354,0.0001484696,23.84492,21.44605,19.59815,18.65295,18.22979
300735698628012032,0.07421976,6.53471E-06,18.94264,18.06705,17.76784,17.47557,17.4338
300735973505918976,0.4998729,0.0001623394,23.15997,21.30038,19.56883,18.57872,18.08875
300736248383825920,0.0858379,8.873593E-06,19.01407,17.45514,16.64867,16.12424,15.78888
300736523261732864,0.09392655,2.592942E-05,20.11226,18.22535,17.22058,16.76136,16.38743
300736798139639808,0.06410416,1.710458E-05,19.53877,17.69878,16.82175,16.42159,16.09147
300737347895453696,0.02117685,1.585308E-05,18.87632,17.75836,17.31921,17.0709,16.97323
300737622773360640,0.5017377,0.0002208085,20.01267,19.54245,19.12159,18.74948,18.49256
300737897651267584,0.06441984,1.981555E-05,19.889,17.92823,16.97999,16.55089,16.20756
300738172529174528,0.08834895,6.768083E-06,19.99671,18.5786,17.78679,17.2891,17.01546
300738447407081472,0.02054176,8.133986E-06,17.17394,15.29413,14.45991,14.04638,13.74139
300738722284988416,0.06130891,1.319182E-05,19.06973,17.79261,17.23941,16.93315,16.68512
300739272040802304,0.0466621,6.674309E-06,19.20183,18.23759,17.87617,17.6106,17.4327
300739546918709248,0.0058873,0.06592228,null,null,null,null,null
300739821796616192,0.1427079,7.635895E-06,19.53621,18.31511,17.66191,17.29179,17.08211
300740096674523136,0.5001665,0.0004208892,22.21367,21.39365,19.76697,18.90474,18.22899
300740371552430080,0.06324172,2.029928E-05,19.69727,17.79866,16.81857,16.32051,15.92231
300740646430337024,0.0880089,6.819474E-06,19.63107,18.37019,17.67793,17.24178,17.02362
300740921308243968,0.06179937,2.26826E-05,19.15119,17.45282,16.56906,16.12457,15.79858
300741196186150912,0.06204342,1.382113E-05,18.94949,16.95449,15.98502,15.52399,15.1543
300741471064057856,0.1423475,2.725173E-05,20.0468,18.07265,16.94239,16.45643,16.05499
300741745941964800,0.02719792,6.923218E-06,19.20308,17.94875,17.54415,17.34033,17.20743
300742020819871744,0.1641842,3.050331E-05,20.97981,18.78319,17.56548,17.09649,16.73092
300742295697778688,0.0796707,2.276631E-05,20.22365,18.28873,17.38135,16.9858,16.71224
300742570575685632,0.2429659,4.451653E-05,21.04669,18.82941,17.32527,16.76412,16.47376
300742845453592576,0.03107532,1.213444E-05,19.99623,18.63035,17.94499,17.58213,17.30671
300743120331499520,0.08571817,1.691039E-05,18.94049,16.9807,16.04517,15.60318,15.28329
300743395209406464,0.08597912,2.17649E-05,19.63729,17.71266,16.76129,16.30832,15.9519
300743670087313408,0.0844093,1.601104E-05,18.31085,16.5413,15.65727,15.22781,14.87114
300743944965220352,0.07641787,1.684191E-05,19.8067,18.04737,17.15952,16.76211,16.45471
300744219843127296,0.4481061,0.0001140726,22.84948,20.60017,18.83426,18.06065,17.61143
300744494721034240,0.09361862,2.776618E-05,20.97851,18.72437,17.65878,17.14687,16.8081
300744769598941184,0.0766883,7.833963E-06,19.49055,18.30107,17.83742,17.51676,17.32783
300745044476848128,0.0754328,2.718975E-05,20.84726,18.84048,17.82324,17.25086,16.85088
300745319354755072,0.08517714,1.496345E-05,18.90838,16.91299,15.93599,15.48945,15.13172
300745594232662016,0.02063313,5.568156E-06,17.12598,16.09851,15.64751,15.4491,15.33994
300745869110568960,0.07496258,2.024117E-05,18.25469,16.72351,15.96617,15.57793,15.27722
300746143988475904,0.0935129,1.073445E-05,19.65299,18.28064,17.62307,17.22573,16.91735
300746693744289792,0.143366,2.226985E-05,19.90653,17.99191,17.05317,16.64182,16.34216
300747243500103680,0.09143651,2.431473E-05,19.73835,17.91102,17.02189,16.60684,16.25307
300747518378010624,0.1802036,3.718877E-05,20.81252,19.04347,17.86597,17.38555,17.0714
